"rgn_id","product","year","tonnes"
1,"corals",1995,0.158682
1,"corals",1996,0.148764
1,"corals",1997,0.148764
1,"corals",1998,0.119011
1,"corals",1999,0.0892584
1,"corals",2000,0.0595056
1,"corals",2001,0.386787
1,"corals",2002,0.476045
1,"corals",2003,0.714068
1,"corals",2004,0.714068
1,"corals",2005,0.357034
1,"corals",2006,0.267775
1,"corals",2007,0
1,"corals",2008,0
1,"corals",2009,0
1,"corals",2010,0
1,"corals",2011,0
1,"fish_oil",1981,0.0396704
1,"fish_oil",1982,0.0297528
1,"fish_oil",1983,0
1,"fish_oil",1984,0
1,"fish_oil",1985,0
1,"fish_oil",1986,0
1,"fish_oil",1987,0
1,"fish_oil",1988,0
1,"fish_oil",1989,0
1,"fish_oil",1990,0.119011
1,"fish_oil",1991,0.595056
1,"fish_oil",1992,0.654562
1,"fish_oil",1993,0.684315
1,"fish_oil",1994,0.654562
1,"fish_oil",1995,0.74382
1,"fish_oil",1996,1.72566
1,"fish_oil",1997,1.69591
1,"fish_oil",1998,1.6364
1,"fish_oil",1999,1.19011
1,"fish_oil",2000,0.238023
1,"fish_oil",2001,0.297528
1,"fish_oil",2002,0.386787
1,"fish_oil",2003,0.446292
1,"fish_oil",2004,0.565303
1,"fish_oil",2005,1.10085
1,"fish_oil",2006,1.90418
1,"fish_oil",2007,5.53402
1,"fish_oil",2008,10.9788
1,"fish_oil",2009,10.473
1,"fish_oil",2010,12.7342
1,"fish_oil",2011,11.4846
1,"ornamentals",1976,28.8404
1,"ornamentals",1977,29.6636
1,"ornamentals",1978,31.2405
1,"ornamentals",1979,30.8834
1,"ornamentals",1980,24.9329
1,"ornamentals",1981,19.6964
1,"ornamentals",1982,15.6202
1,"ornamentals",1983,17.0484
1,"ornamentals",1984,24.2783
1,"ornamentals",1985,28.7412
1,"ornamentals",1986,34.6025
1,"ornamentals",1987,34.9893
1,"ornamentals",1988,30.0206
1,"ornamentals",1989,53.5253
1,"ornamentals",1990,49.4194
1,"ornamentals",1991,46.6822
1,"ornamentals",1992,43.8556
1,"ornamentals",1993,17.1079
1,"ornamentals",1994,17.7624
1,"ornamentals",1995,16.1558
1,"ornamentals",1996,16.0963
1,"ornamentals",1997,17.1376
1,"ornamentals",1998,16.5426
1,"ornamentals",1999,16.5723
1,"ornamentals",2000,17.7922
1,"ornamentals",2001,17.6732
1,"ornamentals",2002,19.8154
1,"ornamentals",2003,23.3262
1,"ornamentals",2004,27.1346
1,"ornamentals",2005,38.3216
1,"ornamentals",2006,41.5349
1,"ornamentals",2007,47.8723
1,"ornamentals",2008,50.074
1,"ornamentals",2009,50.5798
