"rgn_id","product","year","usd"
7,"corals",2002,12.5
3,"corals",2002,12.5
5,"corals",2003,20.75
9,"corals",2003,20.75
8,"corals",2003,20.75
2,"corals",2003,20.75
4,"corals",2003,20.75
6,"corals",2003,20.75
12,"corals",2003,20.75
10,"corals",2003,20.75
1,"corals",2003,20.75
11,"corals",2003,20.75
7,"corals",2003,20.75
3,"corals",2003,20.75
5,"corals",2004,20.75
9,"corals",2004,20.75
8,"corals",2004,20.75
2,"corals",2004,20.75
4,"corals",2004,20.75
6,"corals",2004,20.75
12,"corals",2004,20.75
10,"corals",2004,20.75
1,"corals",2004,20.75
11,"corals",2004,20.75
7,"corals",2004,20.75
3,"corals",2004,20.75
5,"corals",2005,15.5
9,"corals",2005,15.5
8,"corals",2005,15.5
2,"corals",2005,15.5
4,"corals",2005,15.5
6,"corals",2005,15.5
12,"corals",2005,15.5
10,"corals",2005,15.5
1,"corals",2005,15.5
11,"corals",2005,15.5
7,"corals",2005,15.5
3,"corals",2005,15.5
5,"corals",2006,10.5
9,"corals",2006,10.5
8,"corals",2006,10.5
2,"corals",2006,10.5
4,"corals",2006,10.5
6,"corals",2006,10.5
12,"corals",2006,10.5
10,"corals",2006,10.5
1,"corals",2006,10.5
11,"corals",2006,10.5
7,"corals",2006,10.5
3,"corals",2006,10.5
5,"corals",2007,0.25
9,"corals",2007,0.25
8,"corals",2007,0.25
2,"corals",2007,0.25
4,"corals",2007,0.25
6,"corals",2007,0.25
12,"corals",2007,0.25
10,"corals",2007,0.25
1,"corals",2007,0.25
11,"corals",2007,0.25
7,"corals",2007,0.25
3,"corals",2007,0.25
5,"corals",2008,0
9,"corals",2008,0
8,"corals",2008,0
2,"corals",2008,0
4,"corals",2008,0
6,"corals",2008,0
12,"corals",2008,0
10,"corals",2008,0
1,"corals",2008,0
11,"corals",2008,0
7,"corals",2008,0
3,"corals",2008,0
5,"corals",2009,0
9,"corals",2009,0
8,"corals",2009,0
2,"corals",2009,0
4,"corals",2009,0
6,"corals",2009,0
12,"corals",2009,0
10,"corals",2009,0
1,"corals",2009,0
11,"corals",2009,0
7,"corals",2009,0
3,"corals",2009,0
5,"corals",2010,0
9,"corals",2010,0
8,"corals",2010,0
2,"corals",2010,0
4,"corals",2010,0
6,"corals",2010,0
12,"corals",2010,0
10,"corals",2010,0
1,"corals",2010,0
11,"corals",2010,0
7,"corals",2010,0
3,"corals",2010,0
5,"corals",2011,0
9,"corals",2011,0
8,"corals",2011,0
2,"corals",2011,0
4,"corals",2011,0
6,"corals",2011,0
12,"corals",2011,0
10,"corals",2011,0
1,"corals",2011,0
11,"corals",2011,0
7,"corals",2011,0
3,"corals",2011,0
5,"fish_oil",1981,0.666666666666667
9,"fish_oil",1981,0.666666666666667
8,"fish_oil",1981,0.666666666666667
2,"fish_oil",1981,0.666666666666667
4,"fish_oil",1981,0.666666666666667
6,"fish_oil",1981,0.666666666666667
12,"fish_oil",1981,0.666666666666667
10,"fish_oil",1981,0.666666666666667
1,"fish_oil",1981,0.666666666666667
11,"fish_oil",1981,0.666666666666667
7,"fish_oil",1981,0.666666666666667
3,"fish_oil",1981,0.666666666666667
5,"fish_oil",1982,0.5
9,"fish_oil",1982,0.5
8,"fish_oil",1982,0.5
2,"fish_oil",1982,0.5
4,"fish_oil",1982,0.5
6,"fish_oil",1982,0.5
12,"fish_oil",1982,0.5
10,"fish_oil",1982,0.5
1,"fish_oil",1982,0.5
11,"fish_oil",1982,0.5
7,"fish_oil",1982,0.5
3,"fish_oil",1982,0.5
5,"fish_oil",1983,0
9,"fish_oil",1983,0
8,"fish_oil",1983,0
2,"fish_oil",1983,0
4,"fish_oil",1983,0
6,"fish_oil",1983,0
12,"fish_oil",1983,0
10,"fish_oil",1983,0
1,"fish_oil",1983,0
11,"fish_oil",1983,0
7,"fish_oil",1983,0
3,"fish_oil",1983,0
5,"fish_oil",1984,0
9,"fish_oil",1984,0
8,"fish_oil",1984,0
2,"fish_oil",1984,0
4,"fish_oil",1984,0
6,"fish_oil",1984,0
12,"fish_oil",1984,0
10,"fish_oil",1984,0
1,"fish_oil",1984,0
11,"fish_oil",1984,0
7,"fish_oil",1984,0
3,"fish_oil",1984,0
5,"fish_oil",1985,0
9,"fish_oil",1985,0
8,"fish_oil",1985,0
2,"fish_oil",1985,0
4,"fish_oil",1985,0
6,"fish_oil",1985,0
12,"fish_oil",1985,0
10,"fish_oil",1985,0
1,"fish_oil",1985,0
11,"fish_oil",1985,0
7,"fish_oil",1985,0
3,"fish_oil",1985,0
5,"fish_oil",1986,0
9,"fish_oil",1986,0
8,"fish_oil",1986,0
2,"fish_oil",1986,0
4,"fish_oil",1986,0
6,"fish_oil",1986,0
12,"fish_oil",1986,0
10,"fish_oil",1986,0
1,"fish_oil",1986,0
11,"fish_oil",1986,0
7,"fish_oil",1986,0
3,"fish_oil",1986,0
5,"fish_oil",1987,0
9,"fish_oil",1987,0
8,"fish_oil",1987,0
2,"fish_oil",1987,0
4,"fish_oil",1987,0
6,"fish_oil",1987,0
12,"fish_oil",1987,0
10,"fish_oil",1987,0
1,"fish_oil",1987,0
11,"fish_oil",1987,0
7,"fish_oil",1987,0
3,"fish_oil",1987,0
5,"fish_oil",1988,0
9,"fish_oil",1988,0
8,"fish_oil",1988,0
2,"fish_oil",1988,0
4,"fish_oil",1988,0
6,"fish_oil",1988,0
12,"fish_oil",1988,0
10,"fish_oil",1988,0
1,"fish_oil",1988,0
11,"fish_oil",1988,0
7,"fish_oil",1988,0
3,"fish_oil",1988,0
5,"fish_oil",1989,0
9,"fish_oil",1989,0
8,"fish_oil",1989,0
2,"fish_oil",1989,0
4,"fish_oil",1989,0
6,"fish_oil",1989,0
12,"fish_oil",1989,0
10,"fish_oil",1989,0
1,"fish_oil",1989,0
11,"fish_oil",1989,0
7,"fish_oil",1989,0
3,"fish_oil",1989,0
5,"fish_oil",1990,1.75
9,"fish_oil",1990,1.75
8,"fish_oil",1990,1.75
2,"fish_oil",1990,1.75
4,"fish_oil",1990,1.75
6,"fish_oil",1990,1.75
12,"fish_oil",1990,1.75
10,"fish_oil",1990,1.75
1,"fish_oil",1990,1.75
11,"fish_oil",1990,1.75
7,"fish_oil",1990,1.75
3,"fish_oil",1990,1.75
5,"fish_oil",1991,13.25
9,"fish_oil",1991,13.25
8,"fish_oil",1991,13.25
2,"fish_oil",1991,13.25
4,"fish_oil",1991,13.25
6,"fish_oil",1991,13.25
12,"fish_oil",1991,13.25
10,"fish_oil",1991,13.25
1,"fish_oil",1991,13.25
11,"fish_oil",1991,13.25
7,"fish_oil",1991,13.25
3,"fish_oil",1991,13.25
5,"fish_oil",1992,14.5
9,"fish_oil",1992,14.5
8,"fish_oil",1992,14.5
2,"fish_oil",1992,14.5
4,"fish_oil",1992,14.5
6,"fish_oil",1992,14.5
12,"fish_oil",1992,14.5
10,"fish_oil",1992,14.5
1,"fish_oil",1992,14.5
11,"fish_oil",1992,14.5
7,"fish_oil",1992,14.5
3,"fish_oil",1992,14.5
5,"fish_oil",1993,17.25
9,"fish_oil",1993,17.25
8,"fish_oil",1993,17.25
2,"fish_oil",1993,17.25
4,"fish_oil",1993,17.25
6,"fish_oil",1993,17.25
12,"fish_oil",1993,17.25
10,"fish_oil",1993,17.25
1,"fish_oil",1993,17.25
11,"fish_oil",1993,17.25
7,"fish_oil",1993,17.25
3,"fish_oil",1993,17.25
5,"fish_oil",1994,23.25
9,"fish_oil",1994,23.25
8,"fish_oil",1994,23.25
2,"fish_oil",1994,23.25
4,"fish_oil",1994,23.25
6,"fish_oil",1994,23.25
12,"fish_oil",1994,23.25
10,"fish_oil",1994,23.25
1,"fish_oil",1994,23.25
11,"fish_oil",1994,23.25
7,"fish_oil",1994,23.25
3,"fish_oil",1994,23.25
5,"fish_oil",1995,34.75
9,"fish_oil",1995,34.75
8,"fish_oil",1995,34.75
2,"fish_oil",1995,34.75
4,"fish_oil",1995,34.75
6,"fish_oil",1995,34.75
12,"fish_oil",1995,34.75
10,"fish_oil",1995,34.75
1,"fish_oil",1995,34.75
11,"fish_oil",1995,34.75
7,"fish_oil",1995,34.75
3,"fish_oil",1995,34.75
5,"fish_oil",1996,56.5
9,"fish_oil",1996,56.5
8,"fish_oil",1996,56.5
2,"fish_oil",1996,56.5
4,"fish_oil",1996,56.5
6,"fish_oil",1996,56.5
12,"fish_oil",1996,56.5
10,"fish_oil",1996,56.5
1,"fish_oil",1996,56.5
11,"fish_oil",1996,56.5
7,"fish_oil",1996,56.5
3,"fish_oil",1996,56.5
5,"fish_oil",1997,58
9,"fish_oil",1997,58
8,"fish_oil",1997,58
2,"fish_oil",1997,58
4,"fish_oil",1997,58
6,"fish_oil",1997,58
12,"fish_oil",1997,58
10,"fish_oil",1997,58
1,"fish_oil",1997,58
11,"fish_oil",1997,58
7,"fish_oil",1997,58
3,"fish_oil",1997,58
5,"fish_oil",1998,53.75
9,"fish_oil",1998,53.75
8,"fish_oil",1998,53.75
2,"fish_oil",1998,53.75
4,"fish_oil",1998,53.75
6,"fish_oil",1998,53.75
12,"fish_oil",1998,53.75
10,"fish_oil",1998,53.75
1,"fish_oil",1998,53.75
11,"fish_oil",1998,53.75
7,"fish_oil",1998,53.75
3,"fish_oil",1998,53.75
5,"fish_oil",1999,37
9,"fish_oil",1999,37
8,"fish_oil",1999,37
2,"fish_oil",1999,37
4,"fish_oil",1999,37
6,"fish_oil",1999,37
12,"fish_oil",1999,37
10,"fish_oil",1999,37
1,"fish_oil",1999,37
11,"fish_oil",1999,37
7,"fish_oil",1999,37
3,"fish_oil",1999,37
5,"fish_oil",2000,16.5
9,"fish_oil",2000,16.5
8,"fish_oil",2000,16.5
2,"fish_oil",2000,16.5
4,"fish_oil",2000,16.5
6,"fish_oil",2000,16.5
12,"fish_oil",2000,16.5
10,"fish_oil",2000,16.5
1,"fish_oil",2000,16.5
11,"fish_oil",2000,16.5
7,"fish_oil",2000,16.5
3,"fish_oil",2000,16.5
5,"fish_oil",2001,14.75
9,"fish_oil",2001,14.75
8,"fish_oil",2001,14.75
2,"fish_oil",2001,14.75
4,"fish_oil",2001,14.75
6,"fish_oil",2001,14.75
12,"fish_oil",2001,14.75
10,"fish_oil",2001,14.75
1,"fish_oil",2001,14.75
11,"fish_oil",2001,14.75
7,"fish_oil",2001,14.75
3,"fish_oil",2001,14.75
5,"fish_oil",2002,23.25
9,"fish_oil",2002,23.25
8,"fish_oil",2002,23.25
2,"fish_oil",2002,23.25
4,"fish_oil",2002,23.25
6,"fish_oil",2002,23.25
12,"fish_oil",2002,23.25
10,"fish_oil",2002,23.25
1,"fish_oil",2002,23.25
11,"fish_oil",2002,23.25
7,"fish_oil",2002,23.25
3,"fish_oil",2002,23.25
5,"fish_oil",2003,35
9,"fish_oil",2003,35
8,"fish_oil",2003,35
2,"fish_oil",2003,35
4,"fish_oil",2003,35
6,"fish_oil",2003,35
12,"fish_oil",2003,35
10,"fish_oil",2003,35
1,"fish_oil",2003,35
11,"fish_oil",2003,35
7,"fish_oil",2003,35
3,"fish_oil",2003,35
5,"fish_oil",2004,55
9,"fish_oil",2004,55
8,"fish_oil",2004,55
2,"fish_oil",2004,55
4,"fish_oil",2004,55
6,"fish_oil",2004,55
12,"fish_oil",2004,55
10,"fish_oil",2004,55
1,"fish_oil",2004,55
11,"fish_oil",2004,55
7,"fish_oil",2004,55
3,"fish_oil",2004,55
5,"fish_oil",2005,148.75
9,"fish_oil",2005,148.75
8,"fish_oil",2005,148.75
2,"fish_oil",2005,148.75
4,"fish_oil",2005,148.75
6,"fish_oil",2005,148.75
12,"fish_oil",2005,148.75
10,"fish_oil",2005,148.75
1,"fish_oil",2005,148.75
11,"fish_oil",2005,148.75
7,"fish_oil",2005,148.75
3,"fish_oil",2005,148.75
5,"fish_oil",2006,231
9,"fish_oil",2006,231
8,"fish_oil",2006,231
2,"fish_oil",2006,231
4,"fish_oil",2006,231
6,"fish_oil",2006,231
12,"fish_oil",2006,231
10,"fish_oil",2006,231
1,"fish_oil",2006,231
11,"fish_oil",2006,231
7,"fish_oil",2006,231
3,"fish_oil",2006,231
5,"fish_oil",2007,576.75
9,"fish_oil",2007,576.75
8,"fish_oil",2007,576.75
2,"fish_oil",2007,576.75
4,"fish_oil",2007,576.75
6,"fish_oil",2007,576.75
12,"fish_oil",2007,576.75
10,"fish_oil",2007,576.75
1,"fish_oil",2007,576.75
11,"fish_oil",2007,576.75
7,"fish_oil",2007,576.75
3,"fish_oil",2007,576.75
5,"fish_oil",2008,627
9,"fish_oil",2008,627
8,"fish_oil",2008,627
2,"fish_oil",2008,627
4,"fish_oil",2008,627
6,"fish_oil",2008,627
12,"fish_oil",2008,627
10,"fish_oil",2008,627
1,"fish_oil",2008,627
11,"fish_oil",2008,627
7,"fish_oil",2008,627
3,"fish_oil",2008,627
5,"fish_oil",2009,536.25
9,"fish_oil",2009,536.25
8,"fish_oil",2009,536.25
2,"fish_oil",2009,536.25
4,"fish_oil",2009,536.25
6,"fish_oil",2009,536.25
12,"fish_oil",2009,536.25
10,"fish_oil",2009,536.25
1,"fish_oil",2009,536.25
11,"fish_oil",2009,536.25
7,"fish_oil",2009,536.25
3,"fish_oil",2009,536.25
5,"fish_oil",2010,589.333333333333
9,"fish_oil",2010,589.333333333333
8,"fish_oil",2010,589.333333333333
2,"fish_oil",2010,589.333333333333
4,"fish_oil",2010,589.333333333333
6,"fish_oil",2010,589.333333333333
12,"fish_oil",2010,589.333333333333
10,"fish_oil",2010,589.333333333333
1,"fish_oil",2010,589.333333333333
11,"fish_oil",2010,589.333333333333
7,"fish_oil",2010,589.333333333333
3,"fish_oil",2010,589.333333333333
5,"fish_oil",2011,156.5
9,"fish_oil",2011,156.5
8,"fish_oil",2011,156.5
2,"fish_oil",2011,156.5
4,"fish_oil",2011,156.5
6,"fish_oil",2011,156.5
12,"fish_oil",2011,156.5
10,"fish_oil",2011,156.5
1,"fish_oil",2011,156.5
11,"fish_oil",2011,156.5
7,"fish_oil",2011,156.5
3,"fish_oil",2011,156.5
5,"ornamentals",1976,3590
9,"ornamentals",1976,3590
8,"ornamentals",1976,3590
2,"ornamentals",1976,3590
4,"ornamentals",1976,3590
6,"ornamentals",1976,3590
12,"ornamentals",1976,3590
10,"ornamentals",1976,3590
1,"ornamentals",1976,3590
11,"ornamentals",1976,3590
7,"ornamentals",1976,3590
3,"ornamentals",1976,3590
5,"ornamentals",1977,4805.25
9,"ornamentals",1977,4805.25
8,"ornamentals",1977,4805.25
2,"ornamentals",1977,4805.25
4,"ornamentals",1977,4805.25
6,"ornamentals",1977,4805.25
12,"ornamentals",1977,4805.25
10,"ornamentals",1977,4805.25
1,"ornamentals",1977,4805.25
11,"ornamentals",1977,4805.25
7,"ornamentals",1977,4805.25
3,"ornamentals",1977,4805.25
5,"ornamentals",1978,7558.25
9,"ornamentals",1978,7558.25
8,"ornamentals",1978,7558.25
2,"ornamentals",1978,7558.25
4,"ornamentals",1978,7558.25
6,"ornamentals",1978,7558.25
12,"ornamentals",1978,7558.25
10,"ornamentals",1978,7558.25
1,"ornamentals",1978,7558.25
11,"ornamentals",1978,7558.25
7,"ornamentals",1978,7558.25
3,"ornamentals",1978,7558.25
5,"ornamentals",1979,10422.25
9,"ornamentals",1979,10422.25
8,"ornamentals",1979,10422.25
2,"ornamentals",1979,10422.25
4,"ornamentals",1979,10422.25
6,"ornamentals",1979,10422.25
12,"ornamentals",1979,10422.25
10,"ornamentals",1979,10422.25
1,"ornamentals",1979,10422.25
11,"ornamentals",1979,10422.25
7,"ornamentals",1979,10422.25
3,"ornamentals",1979,10422.25
5,"ornamentals",1980,10401.5
9,"ornamentals",1980,10401.5
8,"ornamentals",1980,10401.5
2,"ornamentals",1980,10401.5
4,"ornamentals",1980,10401.5
6,"ornamentals",1980,10401.5
12,"ornamentals",1980,10401.5
10,"ornamentals",1980,10401.5
1,"ornamentals",1980,10401.5
11,"ornamentals",1980,10401.5
7,"ornamentals",1980,10401.5
3,"ornamentals",1980,10401.5
5,"ornamentals",1981,8728.5
9,"ornamentals",1981,8728.5
8,"ornamentals",1981,8728.5
2,"ornamentals",1981,8728.5
4,"ornamentals",1981,8728.5
6,"ornamentals",1981,8728.5
12,"ornamentals",1981,8728.5
10,"ornamentals",1981,8728.5
1,"ornamentals",1981,8728.5
11,"ornamentals",1981,8728.5
7,"ornamentals",1981,8728.5
3,"ornamentals",1981,8728.5
5,"ornamentals",1982,6048.25
9,"ornamentals",1982,6048.25
8,"ornamentals",1982,6048.25
2,"ornamentals",1982,6048.25
4,"ornamentals",1982,6048.25
6,"ornamentals",1982,6048.25
12,"ornamentals",1982,6048.25
10,"ornamentals",1982,6048.25
1,"ornamentals",1982,6048.25
11,"ornamentals",1982,6048.25
7,"ornamentals",1982,6048.25
3,"ornamentals",1982,6048.25
5,"ornamentals",1983,2733.25
9,"ornamentals",1983,2733.25
8,"ornamentals",1983,2733.25
2,"ornamentals",1983,2733.25
4,"ornamentals",1983,2733.25
6,"ornamentals",1983,2733.25
12,"ornamentals",1983,2733.25
10,"ornamentals",1983,2733.25
1,"ornamentals",1983,2733.25
11,"ornamentals",1983,2733.25
7,"ornamentals",1983,2733.25
3,"ornamentals",1983,2733.25
5,"ornamentals",1984,1301
9,"ornamentals",1984,1301
8,"ornamentals",1984,1301
2,"ornamentals",1984,1301
4,"ornamentals",1984,1301
6,"ornamentals",1984,1301
12,"ornamentals",1984,1301
10,"ornamentals",1984,1301
1,"ornamentals",1984,1301
11,"ornamentals",1984,1301
7,"ornamentals",1984,1301
3,"ornamentals",1984,1301
5,"ornamentals",1985,1175.75
9,"ornamentals",1985,1175.75
8,"ornamentals",1985,1175.75
2,"ornamentals",1985,1175.75
4,"ornamentals",1985,1175.75
6,"ornamentals",1985,1175.75
12,"ornamentals",1985,1175.75
10,"ornamentals",1985,1175.75
1,"ornamentals",1985,1175.75
11,"ornamentals",1985,1175.75
7,"ornamentals",1985,1175.75
3,"ornamentals",1985,1175.75
5,"ornamentals",1986,1144
9,"ornamentals",1986,1144
8,"ornamentals",1986,1144
2,"ornamentals",1986,1144
4,"ornamentals",1986,1144
6,"ornamentals",1986,1144
12,"ornamentals",1986,1144
10,"ornamentals",1986,1144
1,"ornamentals",1986,1144
11,"ornamentals",1986,1144
7,"ornamentals",1986,1144
3,"ornamentals",1986,1144
5,"ornamentals",1987,1380.25
9,"ornamentals",1987,1380.25
8,"ornamentals",1987,1380.25
2,"ornamentals",1987,1380.25
4,"ornamentals",1987,1380.25
6,"ornamentals",1987,1380.25
12,"ornamentals",1987,1380.25
10,"ornamentals",1987,1380.25
1,"ornamentals",1987,1380.25
11,"ornamentals",1987,1380.25
7,"ornamentals",1987,1380.25
3,"ornamentals",1987,1380.25
5,"ornamentals",1988,1530.5
9,"ornamentals",1988,1530.5
8,"ornamentals",1988,1530.5
2,"ornamentals",1988,1530.5
4,"ornamentals",1988,1530.5
6,"ornamentals",1988,1530.5
12,"ornamentals",1988,1530.5
10,"ornamentals",1988,1530.5
1,"ornamentals",1988,1530.5
11,"ornamentals",1988,1530.5
7,"ornamentals",1988,1530.5
3,"ornamentals",1988,1530.5
5,"ornamentals",1989,2550.75
9,"ornamentals",1989,2550.75
8,"ornamentals",1989,2550.75
2,"ornamentals",1989,2550.75
4,"ornamentals",1989,2550.75
6,"ornamentals",1989,2550.75
12,"ornamentals",1989,2550.75
10,"ornamentals",1989,2550.75
1,"ornamentals",1989,2550.75
11,"ornamentals",1989,2550.75
7,"ornamentals",1989,2550.75
3,"ornamentals",1989,2550.75
5,"ornamentals",1990,3103.25
9,"ornamentals",1990,3103.25
8,"ornamentals",1990,3103.25
2,"ornamentals",1990,3103.25
4,"ornamentals",1990,3103.25
6,"ornamentals",1990,3103.25
12,"ornamentals",1990,3103.25
10,"ornamentals",1990,3103.25
1,"ornamentals",1990,3103.25
11,"ornamentals",1990,3103.25
7,"ornamentals",1990,3103.25
3,"ornamentals",1990,3103.25
5,"ornamentals",1991,3800.75
9,"ornamentals",1991,3800.75
8,"ornamentals",1991,3800.75
2,"ornamentals",1991,3800.75
4,"ornamentals",1991,3800.75
6,"ornamentals",1991,3800.75
12,"ornamentals",1991,3800.75
10,"ornamentals",1991,3800.75
1,"ornamentals",1991,3800.75
11,"ornamentals",1991,3800.75
7,"ornamentals",1991,3800.75
3,"ornamentals",1991,3800.75
5,"ornamentals",1992,4562.5
9,"ornamentals",1992,4562.5
8,"ornamentals",1992,4562.5
2,"ornamentals",1992,4562.5
4,"ornamentals",1992,4562.5
6,"ornamentals",1992,4562.5
12,"ornamentals",1992,4562.5
10,"ornamentals",1992,4562.5
1,"ornamentals",1992,4562.5
11,"ornamentals",1992,4562.5
7,"ornamentals",1992,4562.5
3,"ornamentals",1992,4562.5
5,"ornamentals",1993,4406
9,"ornamentals",1993,4406
8,"ornamentals",1993,4406
2,"ornamentals",1993,4406
4,"ornamentals",1993,4406
6,"ornamentals",1993,4406
12,"ornamentals",1993,4406
10,"ornamentals",1993,4406
1,"ornamentals",1993,4406
11,"ornamentals",1993,4406
7,"ornamentals",1993,4406
3,"ornamentals",1993,4406
5,"ornamentals",1994,4715
9,"ornamentals",1994,4715
8,"ornamentals",1994,4715
2,"ornamentals",1994,4715
4,"ornamentals",1994,4715
6,"ornamentals",1994,4715
12,"ornamentals",1994,4715
10,"ornamentals",1994,4715
1,"ornamentals",1994,4715
11,"ornamentals",1994,4715
7,"ornamentals",1994,4715
3,"ornamentals",1994,4715
5,"ornamentals",1995,4681.25
9,"ornamentals",1995,4681.25
8,"ornamentals",1995,4681.25
2,"ornamentals",1995,4681.25
4,"ornamentals",1995,4681.25
6,"ornamentals",1995,4681.25
12,"ornamentals",1995,4681.25
10,"ornamentals",1995,4681.25
1,"ornamentals",1995,4681.25
11,"ornamentals",1995,4681.25
7,"ornamentals",1995,4681.25
3,"ornamentals",1995,4681.25
5,"ornamentals",1996,4415
9,"ornamentals",1996,4415
8,"ornamentals",1996,4415
2,"ornamentals",1996,4415
4,"ornamentals",1996,4415
6,"ornamentals",1996,4415
12,"ornamentals",1996,4415
10,"ornamentals",1996,4415
1,"ornamentals",1996,4415
11,"ornamentals",1996,4415
7,"ornamentals",1996,4415
3,"ornamentals",1996,4415
5,"ornamentals",1997,4303
9,"ornamentals",1997,4303
8,"ornamentals",1997,4303
2,"ornamentals",1997,4303
4,"ornamentals",1997,4303
6,"ornamentals",1997,4303
12,"ornamentals",1997,4303
10,"ornamentals",1997,4303
1,"ornamentals",1997,4303
11,"ornamentals",1997,4303
7,"ornamentals",1997,4303
3,"ornamentals",1997,4303
5,"ornamentals",1998,3888.75
9,"ornamentals",1998,3888.75
8,"ornamentals",1998,3888.75
2,"ornamentals",1998,3888.75
4,"ornamentals",1998,3888.75
6,"ornamentals",1998,3888.75
12,"ornamentals",1998,3888.75
10,"ornamentals",1998,3888.75
1,"ornamentals",1998,3888.75
11,"ornamentals",1998,3888.75
7,"ornamentals",1998,3888.75
3,"ornamentals",1998,3888.75
5,"ornamentals",1999,3692
9,"ornamentals",1999,3692
8,"ornamentals",1999,3692
2,"ornamentals",1999,3692
4,"ornamentals",1999,3692
6,"ornamentals",1999,3692
12,"ornamentals",1999,3692
10,"ornamentals",1999,3692
1,"ornamentals",1999,3692
11,"ornamentals",1999,3692
7,"ornamentals",1999,3692
3,"ornamentals",1999,3692
5,"ornamentals",2000,3836.75
9,"ornamentals",2000,3836.75
8,"ornamentals",2000,3836.75
2,"ornamentals",2000,3836.75
4,"ornamentals",2000,3836.75
6,"ornamentals",2000,3836.75
12,"ornamentals",2000,3836.75
10,"ornamentals",2000,3836.75
1,"ornamentals",2000,3836.75
11,"ornamentals",2000,3836.75
7,"ornamentals",2000,3836.75
3,"ornamentals",2000,3836.75
5,"ornamentals",2001,3920.25
9,"ornamentals",2001,3920.25
8,"ornamentals",2001,3920.25
2,"ornamentals",2001,3920.25
4,"ornamentals",2001,3920.25
6,"ornamentals",2001,3920.25
12,"ornamentals",2001,3920.25
10,"ornamentals",2001,3920.25
1,"ornamentals",2001,3920.25
11,"ornamentals",2001,3920.25
7,"ornamentals",2001,3920.25
3,"ornamentals",2001,3920.25
5,"ornamentals",2002,4947.75
9,"ornamentals",2002,4947.75
8,"ornamentals",2002,4947.75
2,"ornamentals",2002,4947.75
4,"ornamentals",2002,4947.75
6,"ornamentals",2002,4947.75
12,"ornamentals",2002,4947.75
10,"ornamentals",2002,4947.75
1,"ornamentals",2002,4947.75
11,"ornamentals",2002,4947.75
7,"ornamentals",2002,4947.75
3,"ornamentals",2002,4947.75
5,"ornamentals",2003,5603.25
9,"ornamentals",2003,5603.25
8,"ornamentals",2003,5603.25
2,"ornamentals",2003,5603.25
4,"ornamentals",2003,5603.25
6,"ornamentals",2003,5603.25
12,"ornamentals",2003,5603.25
10,"ornamentals",2003,5603.25
1,"ornamentals",2003,5603.25
11,"ornamentals",2003,5603.25
7,"ornamentals",2003,5603.25
3,"ornamentals",2003,5603.25
5,"ornamentals",2004,6290
9,"ornamentals",2004,6290
8,"ornamentals",2004,6290
2,"ornamentals",2004,6290
4,"ornamentals",2004,6290
6,"ornamentals",2004,6290
12,"ornamentals",2004,6290
10,"ornamentals",2004,6290
