"rgn_id","product","year","usd_rel"
1,"corals",1995,0.395428
1,"corals",1996,0.463392
1,"corals",1997,0.500463
1,"corals",1998,0.463392
1,"corals",1999,0.407785
1,"corals",2000,0.2595
1,"corals",2001,0.574606
1,"corals",2002,0.926784
1,"corals",2003,1
1,"corals",2004,1
1,"corals",2005,1
1,"corals",2006,0.778499
1,"corals",2007,0.0185357
1,"corals",2008,0
1,"corals",2009,0
1,"corals",2010,0
1,"corals",2011,0
1,"fish_oil",1981,0.00163579
1,"fish_oil",1982,0.00122684
1,"fish_oil",1983,0
1,"fish_oil",1984,0
1,"fish_oil",1985,0
1,"fish_oil",1986,0
1,"fish_oil",1987,0
1,"fish_oil",1988,0
1,"fish_oil",1989,0
1,"fish_oil",1990,0.00429395
1,"fish_oil",1991,0.0325113
1,"fish_oil",1992,0.0355785
1,"fish_oil",1993,0.0423261
1,"fish_oil",1994,0.0570482
1,"fish_oil",1995,0.0852656
1,"fish_oil",1996,0.138633
1,"fish_oil",1997,0.142314
1,"fish_oil",1998,0.131886
1,"fish_oil",1999,0.0907864
1,"fish_oil",2000,0.0404858
1,"fish_oil",2001,0.0361919
1,"fish_oil",2002,0.0570482
1,"fish_oil",2003,0.085879
1,"fish_oil",2004,0.134953
1,"fish_oil",2005,0.364986
1,"fish_oil",2006,0.566802
1,"fish_oil",2007,1
1,"fish_oil",2008,1
1,"fish_oil",2009,1
1,"fish_oil",2010,1
1,"fish_oil",2011,0.384002
1,"ornamentals",1976,0.529931
1,"ornamentals",1977,0.709318
1,"ornamentals",1978,1
1,"ornamentals",1979,1
1,"ornamentals",1980,1
1,"ornamentals",1981,1
1,"ornamentals",1982,0.892801
1,"ornamentals",1983,0.403464
1,"ornamentals",1984,0.192045
1,"ornamentals",1985,0.173556
1,"ornamentals",1986,0.168869
1,"ornamentals",1987,0.203743
1,"ornamentals",1988,0.225922
1,"ornamentals",1989,0.376524
1,"ornamentals",1990,0.458081
1,"ornamentals",1991,0.561041
1,"ornamentals",1992,0.673485
1,"ornamentals",1993,0.650384
1,"ornamentals",1994,0.695996
1,"ornamentals",1995,0.691014
1,"ornamentals",1996,0.651712
1,"ornamentals",1997,0.63518
1,"ornamentals",1998,0.574031
1,"ornamentals",1999,0.544988
1,"ornamentals",2000,0.566355
1,"ornamentals",2001,0.578681
1,"ornamentals",2002,0.730353
1,"ornamentals",2003,0.827114
1,"ornamentals",2004,0.928487
1,"ornamentals",2005,1
1,"ornamentals",2006,1
1,"ornamentals",2007,1
1,"ornamentals",2008,1
1,"ornamentals",2009,1
1,"ornamentals",2010,1
1,"ornamentals",2011,1
1,"sponges",1999,0
1,"sponges",2000,0
1,"sponges",2001,0
1,"sponges",2002,0
1,"sponges",2003,0
1,"sponges",2004,0.0157978
1,"sponges",2005,0.345121
1,"sponges",2006,0.539555
1,"sponges",2007,0.65257
1,"sponges",2008,0.84822
1,"sponges",2009,1
1,"sponges",2010,1
1,"sponges",2011,1
2,"corals",1995,0.395428
2,"corals",1996,0.463392
2,"corals",1997,0.500463
2,"corals",1998,0.463392
2,"corals",1999,0.407785
2,"corals",2000,0.2595
2,"corals",2001,0.574606
2,"corals",2002,0.926784
2,"corals",2003,1
2,"corals",2004,1
2,"corals",2005,1
2,"corals",2006,0.778499
2,"corals",2007,0.0185357
2,"corals",2008,0
2,"corals",2009,0
2,"corals",2010,0
2,"corals",2011,0
2,"fish_oil",1981,0.00163579
2,"fish_oil",1982,0.00122684
2,"fish_oil",1983,0
2,"fish_oil",1984,0
2,"fish_oil",1985,0
2,"fish_oil",1986,0
2,"fish_oil",1987,0
2,"fish_oil",1988,0
2,"fish_oil",1989,0
2,"fish_oil",1990,0.00429395
2,"fish_oil",1991,0.0325113
2,"fish_oil",1992,0.0355785
2,"fish_oil",1993,0.0423261
2,"fish_oil",1994,0.0570482
2,"fish_oil",1995,0.0852656
2,"fish_oil",1996,0.138633
2,"fish_oil",1997,0.142314
2,"fish_oil",1998,0.131886
2,"fish_oil",1999,0.0907864
2,"fish_oil",2000,0.0404858
2,"fish_oil",2001,0.0361919
2,"fish_oil",2002,0.0570482
2,"fish_oil",2003,0.085879
2,"fish_oil",2004,0.134953
2,"fish_oil",2005,0.364986
2,"fish_oil",2006,0.566802
2,"fish_oil",2007,1
2,"fish_oil",2008,1
2,"fish_oil",2009,1
2,"fish_oil",2010,1
2,"fish_oil",2011,0.384002
2,"ornamentals",1976,0.529931
2,"ornamentals",1977,0.709318
2,"ornamentals",1978,1
2,"ornamentals",1979,1
2,"ornamentals",1980,1
2,"ornamentals",1981,1
2,"ornamentals",1982,0.892801
2,"ornamentals",1983,0.403464
2,"ornamentals",1984,0.192045
2,"ornamentals",1985,0.173556
2,"ornamentals",1986,0.168869
2,"ornamentals",1987,0.203743
2,"ornamentals",1988,0.225922
2,"ornamentals",1989,0.376524
2,"ornamentals",1990,0.458081
2,"ornamentals",1991,0.561041
2,"ornamentals",1992,0.673485
2,"ornamentals",1993,0.650384
2,"ornamentals",1994,0.695996
2,"ornamentals",1995,0.691014
2,"ornamentals",1996,0.651712
2,"ornamentals",1997,0.63518
2,"ornamentals",1998,0.574031
