"rgn_id","product","year","tonnes"
2,"corals",2009,0
4,"corals",2009,0
6,"corals",2009,0
12,"corals",2009,0
10,"corals",2009,0
1,"corals",2009,0
11,"corals",2009,0
7,"corals",2009,0
3,"corals",2009,0
5,"corals",2010,0
9,"corals",2010,0
8,"corals",2010,0
2,"corals",2010,0
4,"corals",2010,0
6,"corals",2010,0
12,"corals",2010,0
10,"corals",2010,0
1,"corals",2010,0
11,"corals",2010,0
7,"corals",2010,0
3,"corals",2010,0
5,"corals",2011,0
9,"corals",2011,0
8,"corals",2011,0
2,"corals",2011,0
4,"corals",2011,0
6,"corals",2011,0
12,"corals",2011,0
10,"corals",2011,0
1,"corals",2011,0
11,"corals",2011,0
7,"corals",2011,0
3,"corals",2011,0
5,"fish_oil",1981,0.333333333333333
9,"fish_oil",1981,0.333333333333333
8,"fish_oil",1981,0.333333333333333
2,"fish_oil",1981,0.333333333333333
4,"fish_oil",1981,0.333333333333333
6,"fish_oil",1981,0.333333333333333
12,"fish_oil",1981,0.333333333333333
10,"fish_oil",1981,0.333333333333333
1,"fish_oil",1981,0.333333333333333
11,"fish_oil",1981,0.333333333333333
7,"fish_oil",1981,0.333333333333333
3,"fish_oil",1981,0.333333333333333
5,"fish_oil",1982,0.25
9,"fish_oil",1982,0.25
8,"fish_oil",1982,0.25
2,"fish_oil",1982,0.25
4,"fish_oil",1982,0.25
6,"fish_oil",1982,0.25
12,"fish_oil",1982,0.25
10,"fish_oil",1982,0.25
1,"fish_oil",1982,0.25
11,"fish_oil",1982,0.25
7,"fish_oil",1982,0.25
3,"fish_oil",1982,0.25
5,"fish_oil",1983,0
9,"fish_oil",1983,0
8,"fish_oil",1983,0
2,"fish_oil",1983,0
4,"fish_oil",1983,0
6,"fish_oil",1983,0
12,"fish_oil",1983,0
10,"fish_oil",1983,0
1,"fish_oil",1983,0
11,"fish_oil",1983,0
7,"fish_oil",1983,0
3,"fish_oil",1983,0
5,"fish_oil",1984,0
9,"fish_oil",1984,0
8,"fish_oil",1984,0
2,"fish_oil",1984,0
4,"fish_oil",1984,0
6,"fish_oil",1984,0
12,"fish_oil",1984,0
10,"fish_oil",1984,0
1,"fish_oil",1984,0
11,"fish_oil",1984,0
7,"fish_oil",1984,0
3,"fish_oil",1984,0
5,"fish_oil",1985,0
9,"fish_oil",1985,0
8,"fish_oil",1985,0
2,"fish_oil",1985,0
4,"fish_oil",1985,0
6,"fish_oil",1985,0
12,"fish_oil",1985,0
10,"fish_oil",1985,0
1,"fish_oil",1985,0
11,"fish_oil",1985,0
7,"fish_oil",1985,0
3,"fish_oil",1985,0
5,"fish_oil",1986,0
9,"fish_oil",1986,0
8,"fish_oil",1986,0
2,"fish_oil",1986,0
4,"fish_oil",1986,0
6,"fish_oil",1986,0
12,"fish_oil",1986,0
10,"fish_oil",1986,0
1,"fish_oil",1986,0
11,"fish_oil",1986,0
7,"fish_oil",1986,0
3,"fish_oil",1986,0
5,"fish_oil",1987,0
9,"fish_oil",1987,0
8,"fish_oil",1987,0
2,"fish_oil",1987,0
4,"fish_oil",1987,0
6,"fish_oil",1987,0
12,"fish_oil",1987,0
10,"fish_oil",1987,0
1,"fish_oil",1987,0
11,"fish_oil",1987,0
7,"fish_oil",1987,0
3,"fish_oil",1987,0
5,"fish_oil",1988,0
9,"fish_oil",1988,0
8,"fish_oil",1988,0
2,"fish_oil",1988,0
4,"fish_oil",1988,0
6,"fish_oil",1988,0
12,"fish_oil",1988,0
10,"fish_oil",1988,0
1,"fish_oil",1988,0
11,"fish_oil",1988,0
7,"fish_oil",1988,0
3,"fish_oil",1988,0
5,"fish_oil",1989,0
9,"fish_oil",1989,0
8,"fish_oil",1989,0
2,"fish_oil",1989,0
4,"fish_oil",1989,0
6,"fish_oil",1989,0
12,"fish_oil",1989,0
10,"fish_oil",1989,0
1,"fish_oil",1989,0
11,"fish_oil",1989,0
7,"fish_oil",1989,0
3,"fish_oil",1989,0
5,"fish_oil",1990,1
9,"fish_oil",1990,1
8,"fish_oil",1990,1
2,"fish_oil",1990,1
4,"fish_oil",1990,1
6,"fish_oil",1990,1
12,"fish_oil",1990,1
10,"fish_oil",1990,1
1,"fish_oil",1990,1
11,"fish_oil",1990,1
7,"fish_oil",1990,1
3,"fish_oil",1990,1
5,"fish_oil",1991,5
9,"fish_oil",1991,5
8,"fish_oil",1991,5
2,"fish_oil",1991,5
4,"fish_oil",1991,5
6,"fish_oil",1991,5
12,"fish_oil",1991,5
10,"fish_oil",1991,5
1,"fish_oil",1991,5
11,"fish_oil",1991,5
7,"fish_oil",1991,5
3,"fish_oil",1991,5
5,"fish_oil",1992,5.5
9,"fish_oil",1992,5.5
8,"fish_oil",1992,5.5
2,"fish_oil",1992,5.5
4,"fish_oil",1992,5.5
6,"fish_oil",1992,5.5
12,"fish_oil",1992,5.5
10,"fish_oil",1992,5.5
1,"fish_oil",1992,5.5
11,"fish_oil",1992,5.5
7,"fish_oil",1992,5.5
3,"fish_oil",1992,5.5
5,"fish_oil",1993,5.75
9,"fish_oil",1993,5.75
8,"fish_oil",1993,5.75
2,"fish_oil",1993,5.75
4,"fish_oil",1993,5.75
6,"fish_oil",1993,5.75
12,"fish_oil",1993,5.75
10,"fish_oil",1993,5.75
1,"fish_oil",1993,5.75
11,"fish_oil",1993,5.75
7,"fish_oil",1993,5.75
3,"fish_oil",1993,5.75
5,"fish_oil",1994,5.5
9,"fish_oil",1994,5.5
8,"fish_oil",1994,5.5
2,"fish_oil",1994,5.5
4,"fish_oil",1994,5.5
6,"fish_oil",1994,5.5
12,"fish_oil",1994,5.5
10,"fish_oil",1994,5.5
1,"fish_oil",1994,5.5
11,"fish_oil",1994,5.5
7,"fish_oil",1994,5.5
3,"fish_oil",1994,5.5
5,"fish_oil",1995,6.25
9,"fish_oil",1995,6.25
8,"fish_oil",1995,6.25
2,"fish_oil",1995,6.25
4,"fish_oil",1995,6.25
6,"fish_oil",1995,6.25
12,"fish_oil",1995,6.25
10,"fish_oil",1995,6.25
1,"fish_oil",1995,6.25
11,"fish_oil",1995,6.25
7,"fish_oil",1995,6.25
3,"fish_oil",1995,6.25
5,"fish_oil",1996,14.5
9,"fish_oil",1996,14.5
8,"fish_oil",1996,14.5
2,"fish_oil",1996,14.5
4,"fish_oil",1996,14.5
6,"fish_oil",1996,14.5
12,"fish_oil",1996,14.5
10,"fish_oil",1996,14.5
1,"fish_oil",1996,14.5
11,"fish_oil",1996,14.5
7,"fish_oil",1996,14.5
3,"fish_oil",1996,14.5
5,"fish_oil",1997,14.25
9,"fish_oil",1997,14.25
8,"fish_oil",1997,14.25
2,"fish_oil",1997,14.25
4,"fish_oil",1997,14.25
6,"fish_oil",1997,14.25
12,"fish_oil",1997,14.25
10,"fish_oil",1997,14.25
1,"fish_oil",1997,14.25
11,"fish_oil",1997,14.25
7,"fish_oil",1997,14.25
3,"fish_oil",1997,14.25
5,"fish_oil",1998,13.75
9,"fish_oil",1998,13.75
8,"fish_oil",1998,13.75
2,"fish_oil",1998,13.75
4,"fish_oil",1998,13.75
6,"fish_oil",1998,13.75
12,"fish_oil",1998,13.75
10,"fish_oil",1998,13.75
1,"fish_oil",1998,13.75
11,"fish_oil",1998,13.75
7,"fish_oil",1998,13.75
3,"fish_oil",1998,13.75
5,"fish_oil",1999,10
9,"fish_oil",1999,10
8,"fish_oil",1999,10
2,"fish_oil",1999,10
4,"fish_oil",1999,10
6,"fish_oil",1999,10
12,"fish_oil",1999,10
10,"fish_oil",1999,10
1,"fish_oil",1999,10
11,"fish_oil",1999,10
7,"fish_oil",1999,10
3,"fish_oil",1999,10
5,"fish_oil",2000,2
9,"fish_oil",2000,2
8,"fish_oil",2000,2
2,"fish_oil",2000,2
4,"fish_oil",2000,2
6,"fish_oil",2000,2
12,"fish_oil",2000,2
10,"fish_oil",2000,2
1,"fish_oil",2000,2
11,"fish_oil",2000,2
7,"fish_oil",2000,2
3,"fish_oil",2000,2
5,"fish_oil",2001,2.5
9,"fish_oil",2001,2.5
8,"fish_oil",2001,2.5
2,"fish_oil",2001,2.5
4,"fish_oil",2001,2.5
6,"fish_oil",2001,2.5
12,"fish_oil",2001,2.5
10,"fish_oil",2001,2.5
1,"fish_oil",2001,2.5
11,"fish_oil",2001,2.5
7,"fish_oil",2001,2.5
3,"fish_oil",2001,2.5
5,"fish_oil",2002,3.25
9,"fish_oil",2002,3.25
8,"fish_oil",2002,3.25
2,"fish_oil",2002,3.25
4,"fish_oil",2002,3.25
6,"fish_oil",2002,3.25
12,"fish_oil",2002,3.25
10,"fish_oil",2002,3.25
1,"fish_oil",2002,3.25
11,"fish_oil",2002,3.25
7,"fish_oil",2002,3.25
3,"fish_oil",2002,3.25
5,"fish_oil",2003,3.75
9,"fish_oil",2003,3.75
8,"fish_oil",2003,3.75
2,"fish_oil",2003,3.75
4,"fish_oil",2003,3.75
6,"fish_oil",2003,3.75
12,"fish_oil",2003,3.75
10,"fish_oil",2003,3.75
1,"fish_oil",2003,3.75
11,"fish_oil",2003,3.75
7,"fish_oil",2003,3.75
3,"fish_oil",2003,3.75
5,"fish_oil",2004,4.75
9,"fish_oil",2004,4.75
8,"fish_oil",2004,4.75
2,"fish_oil",2004,4.75
4,"fish_oil",2004,4.75
6,"fish_oil",2004,4.75
12,"fish_oil",2004,4.75
10,"fish_oil",2004,4.75
1,"fish_oil",2004,4.75
11,"fish_oil",2004,4.75
7,"fish_oil",2004,4.75
3,"fish_oil",2004,4.75
5,"fish_oil",2005,9.25
9,"fish_oil",2005,9.25
8,"fish_oil",2005,9.25
2,"fish_oil",2005,9.25
4,"fish_oil",2005,9.25
6,"fish_oil",2005,9.25
12,"fish_oil",2005,9.25
10,"fish_oil",2005,9.25
1,"fish_oil",2005,9.25
11,"fish_oil",2005,9.25
7,"fish_oil",2005,9.25
3,"fish_oil",2005,9.25
5,"fish_oil",2006,16
9,"fish_oil",2006,16
8,"fish_oil",2006,16
2,"fish_oil",2006,16
4,"fish_oil",2006,16
6,"fish_oil",2006,16
12,"fish_oil",2006,16
10,"fish_oil",2006,16
1,"fish_oil",2006,16
11,"fish_oil",2006,16
7,"fish_oil",2006,16
3,"fish_oil",2006,16
5,"fish_oil",2007,46.5
9,"fish_oil",2007,46.5
8,"fish_oil",2007,46.5
2,"fish_oil",2007,46.5
4,"fish_oil",2007,46.5
6,"fish_oil",2007,46.5
12,"fish_oil",2007,46.5
10,"fish_oil",2007,46.5
1,"fish_oil",2007,46.5
11,"fish_oil",2007,46.5
7,"fish_oil",2007,46.5
3,"fish_oil",2007,46.5
5,"fish_oil",2008,92.25
9,"fish_oil",2008,92.25
8,"fish_oil",2008,92.25
2,"fish_oil",2008,92.25
4,"fish_oil",2008,92.25
6,"fish_oil",2008,92.25
12,"fish_oil",2008,92.25
10,"fish_oil",2008,92.25
1,"fish_oil",2008,92.25
11,"fish_oil",2008,92.25
7,"fish_oil",2008,92.25
3,"fish_oil",2008,92.25
5,"fish_oil",2009,88
9,"fish_oil",2009,88
8,"fish_oil",2009,88
2,"fish_oil",2009,88
4,"fish_oil",2009,88
6,"fish_oil",2009,88
12,"fish_oil",2009,88
10,"fish_oil",2009,88
1,"fish_oil",2009,88
11,"fish_oil",2009,88
7,"fish_oil",2009,88
3,"fish_oil",2009,88
5,"fish_oil",2010,107
9,"fish_oil",2010,107
8,"fish_oil",2010,107
2,"fish_oil",2010,107
4,"fish_oil",2010,107
6,"fish_oil",2010,107
12,"fish_oil",2010,107
10,"fish_oil",2010,107
1,"fish_oil",2010,107
11,"fish_oil",2010,107
7,"fish_oil",2010,107
3,"fish_oil",2010,107
5,"fish_oil",2011,96.5
9,"fish_oil",2011,96.5
8,"fish_oil",2011,96.5
2,"fish_oil",2011,96.5
4,"fish_oil",2011,96.5
6,"fish_oil",2011,96.5
12,"fish_oil",2011,96.5
10,"fish_oil",2011,96.5
1,"fish_oil",2011,96.5
11,"fish_oil",2011,96.5
7,"fish_oil",2011,96.5
3,"fish_oil",2011,96.5
5,"ornamentals",1976,242.333333333333
9,"ornamentals",1976,242.333333333333
8,"ornamentals",1976,242.333333333333
2,"ornamentals",1976,242.333333333333
4,"ornamentals",1976,242.333333333333
6,"ornamentals",1976,242.333333333333
12,"ornamentals",1976,242.333333333333
10,"ornamentals",1976,242.333333333333
1,"ornamentals",1976,242.333333333333
11,"ornamentals",1976,242.333333333333
7,"ornamentals",1976,242.333333333333
3,"ornamentals",1976,242.333333333333
5,"ornamentals",1977,249.25
9,"ornamentals",1977,249.25
8,"ornamentals",1977,249.25
2,"ornamentals",1977,249.25
4,"ornamentals",1977,249.25
6,"ornamentals",1977,249.25
12,"ornamentals",1977,249.25
10,"ornamentals",1977,249.25
1,"ornamentals",1977,249.25
11,"ornamentals",1977,249.25
7,"ornamentals",1977,249.25
3,"ornamentals",1977,249.25
5,"ornamentals",1978,262.5
9,"ornamentals",1978,262.5
8,"ornamentals",1978,262.5
2,"ornamentals",1978,262.5
4,"ornamentals",1978,262.5
6,"ornamentals",1978,262.5
12,"ornamentals",1978,262.5
10,"ornamentals",1978,262.5
1,"ornamentals",1978,262.5
11,"ornamentals",1978,262.5
7,"ornamentals",1978,262.5
3,"ornamentals",1978,262.5
5,"ornamentals",1979,259.5
9,"ornamentals",1979,259.5
8,"ornamentals",1979,259.5
2,"ornamentals",1979,259.5
4,"ornamentals",1979,259.5
6,"ornamentals",1979,259.5
12,"ornamentals",1979,259.5
10,"ornamentals",1979,259.5
1,"ornamentals",1979,259.5
11,"ornamentals",1979,259.5
7,"ornamentals",1979,259.5
3,"ornamentals",1979,259.5
5,"ornamentals",1980,209.5
9,"ornamentals",1980,209.5
8,"ornamentals",1980,209.5
2,"ornamentals",1980,209.5
4,"ornamentals",1980,209.5
6,"ornamentals",1980,209.5
12,"ornamentals",1980,209.5
10,"ornamentals",1980,209.5
1,"ornamentals",1980,209.5
11,"ornamentals",1980,209.5
7,"ornamentals",1980,209.5
3,"ornamentals",1980,209.5
5,"ornamentals",1981,165.5
9,"ornamentals",1981,165.5
8,"ornamentals",1981,165.5
2,"ornamentals",1981,165.5
4,"ornamentals",1981,165.5
6,"ornamentals",1981,165.5
12,"ornamentals",1981,165.5
10,"ornamentals",1981,165.5
1,"ornamentals",1981,165.5
11,"ornamentals",1981,165.5
7,"ornamentals",1981,165.5
3,"ornamentals",1981,165.5
5,"ornamentals",1982,131.25
9,"ornamentals",1982,131.25
8,"ornamentals",1982,131.25
2,"ornamentals",1982,131.25
4,"ornamentals",1982,131.25
6,"ornamentals",1982,131.25
12,"ornamentals",1982,131.25
10,"ornamentals",1982,131.25
1,"ornamentals",1982,131.25
11,"ornamentals",1982,131.25
7,"ornamentals",1982,131.25
3,"ornamentals",1982,131.25
5,"ornamentals",1983,143.25
9,"ornamentals",1983,143.25
8,"ornamentals",1983,143.25
2,"ornamentals",1983,143.25
4,"ornamentals",1983,143.25
6,"ornamentals",1983,143.25
12,"ornamentals",1983,143.25
10,"ornamentals",1983,143.25
1,"ornamentals",1983,143.25
11,"ornamentals",1983,143.25
7,"ornamentals",1983,143.25
3,"ornamentals",1983,143.25
5,"ornamentals",1984,204
9,"ornamentals",1984,204
8,"ornamentals",1984,204
2,"ornamentals",1984,204
4,"ornamentals",1984,204
6,"ornamentals",1984,204
12,"ornamentals",1984,204
10,"ornamentals",1984,204
1,"ornamentals",1984,204
11,"ornamentals",1984,204
7,"ornamentals",1984,204
3,"ornamentals",1984,204
5,"ornamentals",1985,241.5
9,"ornamentals",1985,241.5
8,"ornamentals",1985,241.5
2,"ornamentals",1985,241.5
4,"ornamentals",1985,241.5
6,"ornamentals",1985,241.5
12,"ornamentals",1985,241.5
10,"ornamentals",1985,241.5
1,"ornamentals",1985,241.5
11,"ornamentals",1985,241.5
7,"ornamentals",1985,241.5
3,"ornamentals",1985,241.5
5,"ornamentals",1986,290.75
9,"ornamentals",1986,290.75
8,"ornamentals",1986,290.75
2,"ornamentals",1986,290.75
4,"ornamentals",1986,290.75
6,"ornamentals",1986,290.75
12,"ornamentals",1986,290.75
10,"ornamentals",1986,290.75
1,"ornamentals",1986,290.75
11,"ornamentals",1986,290.75
7,"ornamentals",1986,290.75
3,"ornamentals",1986,290.75
5,"ornamentals",1987,294
9,"ornamentals",1987,294
8,"ornamentals",1987,294
2,"ornamentals",1987,294
4,"ornamentals",1987,294
6,"ornamentals",1987,294
12,"ornamentals",1987,294
10,"ornamentals",1987,294
1,"ornamentals",1987,294
11,"ornamentals",1987,294
7,"ornamentals",1987,294
3,"ornamentals",1987,294
5,"ornamentals",1988,252.25
9,"ornamentals",1988,252.25
8,"ornamentals",1988,252.25
2,"ornamentals",1988,252.25
4,"ornamentals",1988,252.25
6,"ornamentals",1988,252.25
12,"ornamentals",1988,252.25
10,"ornamentals",1988,252.25
1,"ornamentals",1988,252.25
11,"ornamentals",1988,252.25
7,"ornamentals",1988,252.25
3,"ornamentals",1988,252.25
5,"ornamentals",1989,449.75
9,"ornamentals",1989,449.75
8,"ornamentals",1989,449.75
2,"ornamentals",1989,449.75
4,"ornamentals",1989,449.75
6,"ornamentals",1989,449.75
12,"ornamentals",1989,449.75
10,"ornamentals",1989,449.75
1,"ornamentals",1989,449.75
11,"ornamentals",1989,449.75
7,"ornamentals",1989,449.75
3,"ornamentals",1989,449.75
5,"ornamentals",1990,415.25
9,"ornamentals",1990,415.25
8,"ornamentals",1990,415.25
2,"ornamentals",1990,415.25
4,"ornamentals",1990,415.25
6,"ornamentals",1990,415.25
12,"ornamentals",1990,415.25
10,"ornamentals",1990,415.25
1,"ornamentals",1990,415.25
11,"ornamentals",1990,415.25
7,"ornamentals",1990,415.25
3,"ornamentals",1990,415.25
5,"ornamentals",1991,392.25
9,"ornamentals",1991,392.25
8,"ornamentals",1991,392.25
2,"ornamentals",1991,392.25
4,"ornamentals",1991,392.25
6,"ornamentals",1991,392.25
12,"ornamentals",1991,392.25
10,"ornamentals",1991,392.25
1,"ornamentals",1991,392.25
11,"ornamentals",1991,392.25
7,"ornamentals",1991,392.25
3,"ornamentals",1991,392.25
5,"ornamentals",1992,368.5
9,"ornamentals",1992,368.5
8,"ornamentals",1992,368.5
2,"ornamentals",1992,368.5
4,"ornamentals",1992,368.5
6,"ornamentals",1992,368.5
12,"ornamentals",1992,368.5
10,"ornamentals",1992,368.5
1,"ornamentals",1992,368.5
11,"ornamentals",1992,368.5
7,"ornamentals",1992,368.5
3,"ornamentals",1992,368.5
5,"ornamentals",1993,143.75
9,"ornamentals",1993,143.75
8,"ornamentals",1993,143.75
2,"ornamentals",1993,143.75
4,"ornamentals",1993,143.75
6,"ornamentals",1993,143.75
12,"ornamentals",1993,143.75
10,"ornamentals",1993,143.75
1,"ornamentals",1993,143.75
11,"ornamentals",1993,143.75
7,"ornamentals",1993,143.75
3,"ornamentals",1993,143.75
5,"ornamentals",1994,149.25
9,"ornamentals",1994,149.25
8,"ornamentals",1994,149.25
2,"ornamentals",1994,149.25
4,"ornamentals",1994,149.25
6,"ornamentals",1994,149.25
12,"ornamentals",1994,149.25
10,"ornamentals",1994,149.25
1,"ornamentals",1994,149.25
11,"ornamentals",1994,149.25
7,"ornamentals",1994,149.25
3,"ornamentals",1994,149.25
5,"ornamentals",1995,135.75
9,"ornamentals",1995,135.75
8,"ornamentals",1995,135.75
2,"ornamentals",1995,135.75
4,"ornamentals",1995,135.75
6,"ornamentals",1995,135.75
12,"ornamentals",1995,135.75
10,"ornamentals",1995,135.75
1,"ornamentals",1995,135.75
11,"ornamentals",1995,135.75
7,"ornamentals",1995,135.75
3,"ornamentals",1995,135.75
5,"ornamentals",1996,135.25
9,"ornamentals",1996,135.25
8,"ornamentals",1996,135.25
2,"ornamentals",1996,135.25
4,"ornamentals",1996,135.25
6,"ornamentals",1996,135.25
12,"ornamentals",1996,135.25
10,"ornamentals",1996,135.25
1,"ornamentals",1996,135.25
11,"ornamentals",1996,135.25
7,"ornamentals",1996,135.25
3,"ornamentals",1996,135.25
5,"ornamentals",1997,144
9,"ornamentals",1997,144
8,"ornamentals",1997,144
2,"ornamentals",1997,144
4,"ornamentals",1997,144
6,"ornamentals",1997,144
12,"ornamentals",1997,144
10,"ornamentals",1997,144
1,"ornamentals",1997,144
11,"ornamentals",1997,144
7,"ornamentals",1997,144
3,"ornamentals",1997,144
5,"ornamentals",1998,139
9,"ornamentals",1998,139
8,"ornamentals",1998,139
2,"ornamentals",1998,139
4,"ornamentals",1998,139
6,"ornamentals",1998,139
12,"ornamentals",1998,139
10,"ornamentals",1998,139
1,"ornamentals",1998,139
11,"ornamentals",1998,139
7,"ornamentals",1998,139
3,"ornamentals",1998,139
5,"ornamentals",1999,139.25
9,"ornamentals",1999,139.25
8,"ornamentals",1999,139.25
2,"ornamentals",1999,139.25
4,"ornamentals",1999,139.25
6,"ornamentals",1999,139.25
12,"ornamentals",1999,139.25
10,"ornamentals",1999,139.25
1,"ornamentals",1999,139.25
11,"ornamentals",1999,139.25
7,"ornamentals",1999,139.25
3,"ornamentals",1999,139.25
5,"ornamentals",2000,149.5
9,"ornamentals",2000,149.5
8,"ornamentals",2000,149.5
2,"ornamentals",2000,149.5
4,"ornamentals",2000,149.5
6,"ornamentals",2000,149.5
12,"ornamentals",2000,149.5
10,"ornamentals",2000,149.5
1,"ornamentals",2000,149.5
11,"ornamentals",2000,149.5
7,"ornamentals",2000,149.5
3,"ornamentals",2000,149.5
5,"ornamentals",2001,148.5
9,"ornamentals",2001,148.5
8,"ornamentals",2001,148.5
2,"ornamentals",2001,148.5
4,"ornamentals",2001,148.5
6,"ornamentals",2001,148.5
12,"ornamentals",2001,148.5
10,"ornamentals",2001,148.5
1,"ornamentals",2001,148.5
11,"ornamentals",2001,148.5
7,"ornamentals",2001,148.5
3,"ornamentals",2001,148.5
5,"ornamentals",2002,166.5
9,"ornamentals",2002,166.5
8,"ornamentals",2002,166.5
2,"ornamentals",2002,166.5
4,"ornamentals",2002,166.5
6,"ornamentals",2002,166.5
12,"ornamentals",2002,166.5
10,"ornamentals",2002,166.5
1,"ornamentals",2002,166.5
11,"ornamentals",2002,166.5
7,"ornamentals",2002,166.5
3,"ornamentals",2002,166.5
5,"ornamentals",2003,196
9,"ornamentals",2003,196
8,"ornamentals",2003,196
2,"ornamentals",2003,196
4,"ornamentals",2003,196
6,"ornamentals",2003,196
12,"ornamentals",2003,196
10,"ornamentals",2003,196
1,"ornamentals",2003,196
11,"ornamentals",2003,196
7,"ornamentals",2003,196
3,"ornamentals",2003,196
5,"ornamentals",2004,228
9,"ornamentals",2004,228
8,"ornamentals",2004,228
2,"ornamentals",2004,228
4,"ornamentals",2004,228
6,"ornamentals",2004,228
12,"ornamentals",2004,228
10,"ornamentals",2004,228
1,"ornamentals",2004,228
11,"ornamentals",2004,228
7,"ornamentals",2004,228
3,"ornamentals",2004,228
5,"ornamentals",2005,322
9,"ornamentals",2005,322
8,"ornamentals",2005,322
2,"ornamentals",2005,322
4,"ornamentals",2005,322
6,"ornamentals",2005,322
12,"ornamentals",2005,322
10,"ornamentals",2005,322
1,"ornamentals",2005,322
11,"ornamentals",2005,322
7,"ornamentals",2005,322
3,"ornamentals",2005,322
5,"ornamentals",2006,349
9,"ornamentals",2006,349
8,"ornamentals",2006,349
2,"ornamentals",2006,349
4,"ornamentals",2006,349
6,"ornamentals",2006,349
12,"ornamentals",2006,349
10,"ornamentals",2006,349
1,"ornamentals",2006,349
11,"ornamentals",2006,349
7,"ornamentals",2006,349
3,"ornamentals",2006,349
5,"ornamentals",2007,402.25
9,"ornamentals",2007,402.25
